ID,Tags,Created At,Text
1440101670399139840,ENGvsIND,Mon Sep 20 23:52:48 +0000 2021,"Should never be a comparison over loss of human lives. Every life is important. Be it of someone from Leeds or Lahore. But if you see the numbers, more people have lost their lives to COVID in England in 19 months than in Pakistan's war on terror from last 20 years.
#ENGvsIND"
1440092329990258691,ChrisGayle PAKvENG ArnabGoswami,Mon Sep 20 23:15:41 +0000 2021,New Jersey Mandates Childcare Workers Be Fully Vaccinated By Nov. 1: Childcare workers in New Jersey must receive Covid-19 vaccines by November 1 or undergo weekly testing under an executive order Gov. Phil Murphy said… https://t.co/y17mWv61yc #ChrisGayle #PAKvENG #ArnabGoswami
1440091288620068864,ChrisGayle Lanat PAKvNZ,Mon Sep 20 23:11:33 +0000 2021,"Pandemic Cycles Of Covid-19: SARS-CoV-2 Immune Suppression Helps Us Understand Repeated Cycles Of Viral Infection And Vaccine Breakthrough: The more we understand what SARS-CoV-2 must do to evade our natural immune defenses,… https://t.co/ZbCykQtWfv #ChrisGayle #Lanat #PAKvNZ"
1440072735728668675,,Mon Sep 20 21:57:50 +0000 2021,@dwnews No masks anywhere!!! Looks like even COVID is afraid of the Taliban 🤣
1440068054512136205,,Mon Sep 20 21:39:14 +0000 2021,"Back when covid was at it’s peak in UK and all of the teams refused to play in the UK, Pakistan moved on to play in the UK and Michael Atherton (former English Captain) said “ECB will remember this act of PCB sending their players for a bilateral series in these harsh times”"
1440064287616081925,Update NYT,Mon Sep 20 21:24:15 +0000 2021,"#Update ""Pfizer says its vaccine is safe and highly effective in 5- to 11-year-olds."" by BY APOORVA MANDAVILLI via #NYT https://t.co/dlL1Us5Qxl"
1440056297383022593,,Mon Sep 20 20:52:30 +0000 2021,"@liddzter @izzywestbury Its shameful act as Pakistan tour to England when there 1000 people dying on daily basis due to covid, and today a bomb threat news circulating on @BLACKCAPS women team and now there is no security issues???"
1440051887101788160,,Mon Sep 20 20:34:59 +0000 2021,"Does covid effect one's voice as well? The flu is gone, cough is gone but my voice.. pre covid voice hasn't returned 🙄😭 what sorcery is this 😖"
1440050146348175376,ChrisGayle PAKvENG ArnabGoswami,Mon Sep 20 20:28:04 +0000 2021,Maine sees record number of COVID-19 hospitalizations - Portland Press Herald - Press Herald: * Maine sees record number of COVID-19 hospitalizations - Portland Press Herald  Press Herald * Sacramento ICU Doctor asks… https://t.co/UzZEBdAiHB #ChrisGayle #PAKvENG #ArnabGoswami
1440048660096569345,ChrisGayle PAKvENG ArnabGoswami,Mon Sep 20 20:22:10 +0000 2021,"Pfizer says COVID vaccine safe, effective for kids ages 5 to 11 - WPVI-TV: Pfizer says COVID vaccine safe, effective for kids ages 5 to 11  WPVI-TV https://t.co/xowVC80PKf #ChrisGayle #PAKvENG #ArnabGoswami"
