ID,Tags,Created At,Text
1391887878263869447,,Mon May 10 22:48:24 +0000 2021,"Dr shariq Aman.
Medical officer ICU Swabi.
Managing covid patients in ICU.
His whole family was covid positive few months back.
Both father &amp; mother were admitted at Same time in ICU, &amp; died.(may their soul rest in peace)
Still performing his duties in icu. https://t.co/f9rKOXuHFu"
1391886675161325568,,Mon May 10 22:43:38 +0000 2021,People of Pak. distributed food ration more than 100 times last year during lockdown. Lekin niyyaat khairaat leni ki ho toh they will accept even zahar (poison) &amp; sell it https://t.co/YylkmkhpGJ
1391873802552872970,,Mon May 10 21:52:28 +0000 2021,"Peshawar, Mardan continue to record more Covid deaths https://t.co/LPReFVxRzo"
1391871219524382723,,Mon May 10 21:42:13 +0000 2021,"Dr shariq Aman.
Medical officer ICU Swabi.
Managing covid patients in ICU.
His whole family was covid positive few months back.
Both father &amp; mother were admitted at Same time in ICU, &amp; died.(may their soul rest in peace)
Still performing his duties in icu. https://t.co/f9rKOXuHFu"
1391867935015247876,,Mon May 10 21:29:10 +0000 2021,"Peshawar, Mardan continue to record more Covid deaths https://t.co/LPReFVxRzo"
1391867387587309573,NCOC CancelExamsSaveStudents PakYouthWantsJustice,Mon May 10 21:26:59 +0000 2021,1 complete academic year of students enrolled in K-P HEIs has wasted amid lockdown due to COVID-19. No strategy at the end of the Govt. They make announcements for stds of school and colleges but not HEIs. Such a sad state. #NCOC #CancelExamsSaveStudents #PakYouthWantsJustice
1391859739307425794,,Mon May 10 20:56:36 +0000 2021,@TheMananINC Yes and one day you all will be ruined by covid inshallah
1391854767081672704,,Mon May 10 20:36:50 +0000 2021,"Peshawar, Mardan continue to record more Covid deaths https://t.co/LPReFVxRzo"
1391851981036302337,,Mon May 10 20:25:46 +0000 2021,"@AbdulBasitOff Sir, contacted all sorts of in field personals.
This is a new highly organized method of PC hacking, ransomware virus, the only way to retrieve files was to pay $980
Which was not a reasonable option.
A lesson for everyone, to stay safe in the digital world."
1391847972057583617,,Mon May 10 20:09:50 +0000 2021,"@immuhammadzeb @a4ambitious No you're wrong. The probability of getting hit by an asteroid is 1 in 40,000 while getting covid from touching surfaces is 1 in 10,000 like you mentioned. Tou dono k aik jitnay chances nahi hai 🤭"
1391841521159245825,,Mon May 10 19:44:12 +0000 2021,"@a4ambitious His mask is on and its enough to protect him and  everyone around him .... ..
Getting covid from touching inanimate object is like : jese jitnay chances kisi ke gar par asteroid girnay ke he :)..."
1391840428132024328,,Mon May 10 19:39:51 +0000 2021,@a4ambitious I will... I have never used ppes in my covid duty except first one.... Contracted covid from my roommate..
1391839685685784580,,Mon May 10 19:36:54 +0000 2021,@a4ambitious Risk of getting covid from surfaces is 1 in 10000..... This myth should have been cleared by now that one can get infected from touching infected  surfaces ...
1391837344664330247,,Mon May 10 19:27:36 +0000 2021,"@gabeenaa I developed a skill how to be calm during tense and pressure situation. Although, I was busy in maintaining Covid Wards/ICUs and its Logistics i.e Equipment. 
So, all time busy busy and in tension."
1391833111021883393,,Mon May 10 19:10:47 +0000 2021,PM Imran pays surprise visit to COVID Ward in PIMS https://t.co/mcAxrvdH27
1391832482065133575,,Mon May 10 19:08:17 +0000 2021,@ChurchTimes God have mercy on India and all the world. Deliver us all from this evil of COVID-19 Amen
1391826182505738240,,Mon May 10 18:43:15 +0000 2021,@Khan78650858 @nasirjkhattak Covid
1391822638285312002,,Mon May 10 18:29:10 +0000 2021,Far-right using COVID-19 conspiracy theories to lure young supporters: UK police https://t.co/JVQAHlF7g1
1391814873387081728,Eid Covid,Mon May 10 17:58:19 +0000 2021,"Tourism in 🇵🇰 is closed this #Eid to keep all of us safe during #Covid with a promise to open up as soon as numbers start looking better.
We MUST stay at home &amp; not violate the SOPs in order to see tourism flourish again. #StayHome 
#StaySafe https://t.co/nhz7YB2Rcw"
1391813475727552515,,Mon May 10 17:52:45 +0000 2021,"A COVID-19 variant (B.1.617.2) spreading in India is more contagious and it is feared it could be dodging some vaccine protections, contributing to the country's explosive outbreak, the WHO's chief scientist Dr Soumya Swaminathan said, AFP reported https://t.co/t6CM1ptd9i"
1391811710915338241,,Mon May 10 17:45:45 +0000 2021,"Dr shariq Aman.
Medical officer ICU Swabi.
Managing covid patients in ICU.
His whole family was covid positive few months back.
Both father &amp; mother were admitted at Same time in ICU, &amp; died.(may their soul rest in peace)
Still performing his duties in icu. https://t.co/f9rKOXuHFu"
1391804744751013893,,Mon May 10 17:18:04 +0000 2021,"The Sars-CoV-2 virus that sparked the Covid-19 pandemic has undergone more than 6,600 unique spike protein mutations, said Dr Sebastian Maurer-Stroh, executive director of the Bioinformatics Institute at the Agency for Science, Technology and Research. https://t.co/ilHw2kkzCk"
1391804620528406528,,Mon May 10 17:17:34 +0000 2021,"A COVID-19 variant (B.1.617.2) spreading in India is more contagious and it is feared it could be dodging some vaccine protections, contributing to the country's explosive outbreak, the WHO's chief scientist Dr Soumya Swaminathan said, AFP reported https://t.co/t6CM1ptd9i"
1391804099734167552,,Mon May 10 17:15:30 +0000 2021,NCOC’s COVID-19 awareness drive continues to curb disease spread https://t.co/cxmipYeER0
